Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC147651.1,PRKAR1B-AS2 ,ENSG00000229380,3.2883282,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-557H15.4,,ENSG00000232310,2.018763,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-165M6.1,LINC00460,ENSG00000233532,2.6099787,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-408N14.1,,ENSG00000236921,2.7707431,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-252P19.1,,ENSG00000236627,2.0924928,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AF127577.11,,ENSG00000231201,2.177987,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC013268.5,LINC01123 ,ENSG00000204588,7.5298967,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-858B6.1,,ENSG00000225656,5.333272,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-462G8.3,TCERG1L-AS1,ENSG00000230098,3.994034,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007551.3,SEPTIN7-DT,ENSG00000228878,2.385536,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-293A10.3,,ENSG00000232971,2.1314104,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-995J12.2,OSER1-DT,ENSG00000223891,2.2947433,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-251M9.3,,ENSG00000228027,3.1715956,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-498J9.2,,ENSG00000229272,2.0034225,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-203F10.5,,ENSG00000231691,2.396253,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-90L6.3,,ENSG00000235271,4.527237,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-845O24.8,LINC01784,ENSG00000228338,2.0332894,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-528A4.2,LINC02038,ENSG00000229155,3.0252392,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-229P13.15,,ENSG00000236394,2.37444,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-305L7.6,,ENSG00000229694,2.233341,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007365.3,LINC02579 , ENSG00000233694,5.692302,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC090421.1,APTR,ENSG00000214293,2.0347114,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000320.6,,ENSG00000225555,2.049467,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,KCNQ1OT1,KCNQ1OT1,ENSG00000269821,10.997833,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC067960.1,,ENSG00000234455,2.5945828,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-445F6.2,,ENSG00000226571,2.052607,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC068134.8,,ENSG00000224516,3.2937212,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-278H7.4,,ENSG00000229960,2.7899106,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP002856.4,, ENSG00000237612,2.2589846,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC002511.1,LINC01531,ENSG00000205786,2.7730172,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-101K10.6,,ENSG00000227627,2.4116068,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007064.24,,ENSG00000237689,2.1530144,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC009502.3,LINC02832,ENSG00000227308,2.240957,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-322G13.5,LINC01431,ENSG00000232645,2.6179461,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC090044.1,LINC01266,ENSG00000224957,2.931505,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC092168.4,,ENSG00000228488,3.3601189,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1092A11.5,TP73-AS3,ENSG00000227589,2.6653197,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP003025.2,,ENSG00000237654,2.5879402,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-686D16.1,,ENSG00000231662,2.7147849,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AD000090.2,TMEM147-AS1,ENSG00000236144,2.273044,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-170M17.1,,ENSG00000228566,4.5742035,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-384P7.6,LINC01251,ENSG00000233776,2.6919076,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-390B4.3,,ENSG00000229190,2.0505993,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC113607.2,LINC01939,ENSG00000228799,4.4109035,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,HCG16,,ENSG00000244349,2.0064807,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1069P2.4,STK4-AS1,ENSG00000227477,2.0170956,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-406A20.1,,ENSG00000237626,3.1734746,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC087859.1,LMCD1-AS1,ENSG00000227110,3.0704846,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AF127577.10,,ENSG00000229047,2.617498,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SFTA1P,SFTA1P,ENSG00000225383,8.732376,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-260J9.2,FGF13-AS1,ENSG00000226031,2.2293024,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000402.3,,ENSG00000227090,2.494229,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-111C20.3,,ENSG00000285492,2.21197,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC019186.1,,ENSG00000234584,2.8303554,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC018731.3,,ENSG00000236885,2.2335668,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC079354.5,,ENSG00000231903,5.263515,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-428L9.1,LINC02676,ENSG00000234752,7.211388,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-552E20.4,,ENSG00000226070,2.300152,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP001189.4,,ENSG00000254975,2.1867046,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-102K2.6,LIF-AS1,ENSG00000232530,2.7574615,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,KB-1183D5.13,FAM230H,ENSG00000206142,2.7334945,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC073283.4,EPCAM-DT,ENSG00000234690,2.0689847,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-839B4.8,PARAL1,ENSG00000243961,2.0531363,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000253.1,,ENSG00000234509,2.296077,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AJ006998.2,,ENSG00000229425,2.254548,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC091729.7,,ENSG00000224079,2.51864,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC068580.7,,ENSG00000230834,2.025974,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC073321.3,LINC01280,ENSG00000224391,2.0723732,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-126H7.3,DLG5-AS1,ENSG00000233871,2.4620368,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-310H4.3,,ENSG00000231394,2.4027517,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTA-150C2.13,,ENSG00000235209,2.2995265,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,HCG25,HCG25,ENSG00000232940,2.1217191,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-114J13.1,,ENSG00000248752,2.1191764,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-669L17.2,,ENSG00000236601,4.285735,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-704J17.5,TARID,ENSG00000227954,2.1417897,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-410K21.2,,ENSG00000232896,2.9334493,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,KB-1183D5.11,FAM230B,ENSG00000215498,3.1184797,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP001476.2,,ENSG00000224413,2.384371,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-322M19.1,NUTM2A-AS1,ENSG00000223482,5.1634994,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-359D14.2,SHROOM3-AS1,ENSG00000233860,2.8084733,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-170N11.1,LINC01361,ENSG00000236268,2.021061,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC066595.1,CHL1-AS2,ENSG00000224918,17.368078,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007639.1,LINC00511,ENSG00000227036,2.0112255,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-379C10.4,,ENSG00000230536,2.1582904,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-430C7.4,,ENSG00000240710,2.1391997,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007250.4,LINC01795,ENSG00000225226,2.789352,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-102D24.5,,ENSG00000232363,2.0865135,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-67B16.1,LINC00702,ENSG00000233117,4.1318727,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-723E3.1,LINC01524,ENSG00000234948,2.8678648,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-141M1.3,,ENSG00000230490,2.906836,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-151A6.4,,ENSG00000224356,2.2044227,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC020743.2,,ENSG00000228005,2.0941865,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC108448.3,,ENSG00000234791,3.3593438,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-136K14.3,,ENSG00000226599,9.04336,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-415D17.4,,ENSG00000238156,3.033303,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MYBAS,MYB-AS1,,2.3695118,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-521H3.1,LINC00378,ENSG00000225249,2.436031,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-149B9.2,,ENSG00000223742,4.8838444,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-195C7.1,,ENSG00000236021,25.532831,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-763B22.6,LINC02799,ENSG00000235887,3.575496,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC004741.3,CRPPA-AS1,ENSG00000229688,2.6193914,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-66A2.2,LINC01744,ENSG00000236497,2.1149292,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-232N11.2,,ENSG00000229042,2.133213,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-217B7.3,CT70,ENSG00000230013,2.5934546,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP006216.5,,ENSG00000236267,3.935467,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-398G3.5,,ENSG00000226193,2.810336,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC004070.1,,ENSG00000231110,3.3696544,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-245J9.4,PSMD6-AS1,ENSG00000243410,2.7010214,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-520D19.2,,ENSG00000241593,2.9401448,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-65N13.8,,ENSG00000239705,2.862379,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-204J18.2,PTPRG-AS1,ENSG00000241472,2.1021852,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-34P13.3,MIR1302-2HG,ENSG00000243485,2.0382571,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-274H2.2,,ENSG00000243415,8.202058,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-398A8.3,LINC00877,ENSG00000241163,4.431282,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-501O2.5,LINC02046,ENSG00000242440,5.5479355,Upregulation,23220233,Table S3
